"typeS","session_id","session_type_id","person_id","affil_id","year_id","affiliation","name","year"
"Poster",6069,22,5081,5081,5809,"Univ of Tennessee","Joshua Ray",2008
"Poster",6069,22,12697,5081,5809,"Univ of Tennessee","Joan Rentsch",2008
"Poster",6069,22,10985,10985,5809,"Salem College","Lisa Delise",2008
"Poster",6069,22,27517,383,5809,"","",2008
"Poster",6070,22,15492,756,5809,"University of Colorado","Robert Hirschfeld",2008
"Poster",6070,22,27517,383,5809,"","",2008
"Poster",6071,22,1362,61,5809,"Texas A&M University","Winfred Arthur",2008
"Poster",6071,22,4251,4251,5809,"Pearson","Ryan Glaze",2008
"Poster",6071,22,626,626,5809,"C2 Technologies, Inc.","Alok Bhupatkar",2008
"Poster",6071,22,47,40,5809,"Rice University","Anton Villado",2008
"Poster",6071,22,675,675,5809,"Air Force Research Laboratory","Winston Bennett",2008
"Poster",6071,22,27517,383,5809,"","",2008
"Poster",6072,22,27517,383,5809,"","",2008
"Poster",6073,22,4336,8006,5809,"London Business School","Stefan Thau",2008
"Poster",6073,22,6956,3408,5809,"Erasmus University Rotterdam","Daan van Knippenberg",2008
"Poster",6073,22,27517,383,5809,"","",2008
"Poster",6074,22,6823,6823,5809,"Drake University","Radostina Purvanova",2008
"Poster",6075,22,12697,5081,5809,"Univ of Tennessee","Joan Rentsch",2008
"Poster",6075,22,10985,10985,5809,"Salem College","Lisa Delise",2008
"Poster",6075,22,27517,383,5809,"","",2008
"Poster",6075,22,5081,5081,5809,"Univ of Tennessee","Joshua Ray",2008
"Poster",6076,22,12697,5081,5809,"Univ of Tennessee","Joan Rentsch",2008
"Poster",6076,22,10985,10985,5809,"Salem College","Lisa Delise",2008
"Poster",6076,22,27517,383,5809,"","",2008
"Poster",6076,22,5081,5081,5809,"Univ of Tennessee","Joshua Ray",2008
"Poster",6077,22,27517,383,5809,"","",2008
"Poster",6077,22,81,81,5809,"Southern Illinois University-Edwardsville","Catherine Daus",2008
"Poster",6078,22,18786,11415,5809,"self","Cory Adis",2008
"Poster",6079,22,27517,383,5809,"","",2008
"Poster",6079,22,159,1793,5809,"University of Washington","Michael Johnson",2008
"Poster",6079,22,4290,1,5809,"Michigan State University","Frederick Morgeson",2008
"Poster",6080,22,12,12,5809,"The George Washington University","Tara Behrend",2008
"Poster",6080,22,2937,2937,5809,"Training Industry Inc","Thomas Whelan",2008
"Poster",6080,22,748,132,5809,"North Carolina State University","Lori Foster",2008
"Poster",6081,22,27517,383,5809,"","",2008
"Poster",6081,22,3570,3570,5809,"Univ of Valencia","Vicente Gonzalez-Roma",2008
"Poster",6081,22,3574,3569,5809,"University of Valencia","Jose Peiro",2008
"Poster",6082,22,680,16,5809,"University of South Florida","Wendy Bedwell",2008
"Poster",6082,22,27517,383,5809,"","",2008
"Poster",6082,22,2672,159,5809,"University of Central Florida","Barbara Fritzsche",2008
"Poster",6082,22,479,159,5809,"University of Central Florida","Shawn Burke",2008
"Poster",6082,22,477,40,5809,"Rice University","Eduardo Salas",2008
"Poster",6083,22,469,41,5809,"Virginia Commonwealth University","Deborah DiazGranados",2008
"Poster",6083,22,10158,199,5809,"IBM","Cameron Klein",2008
"Poster",6083,22,477,40,5809,"Rice University","Eduardo Salas",2008
"Poster",6083,22,27517,383,5809,"","",2008
"Poster",6083,22,479,159,5809,"University of Central Florida","Shawn Burke",2008
"Poster",6083,22,15377,159,5809,"University of Central Florida","Rebecca Lyons",2008
"Poster",6083,22,2688,1213,5809,"U.S. Army Research Institute","Gerald Goodwin",2008
"Poster",6084,22,10158,199,5809,"IBM","Cameron Klein",2008
"Poster",6084,22,477,40,5809,"Rice University","Eduardo Salas",2008
"Poster",6084,22,469,41,5809,"Virginia Commonwealth University","Deborah DiazGranados",2008
"Poster",6084,22,479,159,5809,"University of Central Florida","Shawn Burke",2008
"Poster",6084,22,28625,383,5809,"","Kevin Stagl",2008
"Poster",6084,22,2688,1213,5809,"U.S. Army Research Institute","Gerald Goodwin",2008
"Poster",6084,22,27517,383,5809,"","",2008
"Symposium/Forum",6085,2,383,383,5809,"","Mariangela Battista",2008
"Symposium/Forum",6085,2,521,521,5809,"DWBracken & Associates","David Bracken",2008
"Symposium/Forum",6085,2,12314,12314,5809,"CSAA Insurance Group","Norm Perreault",2008
"Symposium/Forum",6085,2,2046,97,5809,"Walmart","Erica Desrosiers",2008
"Symposium/Forum",6085,2,367,367,5809,"PepsiCo","Allan Church",2008
"Symposium/Forum",6085,2,27517,383,5809,"","",2008
"Symposium/Forum",6086,2,13721,13721,5809,"Dell Inc","Jennifer Saavedra",2008
"Symposium/Forum",6086,2,28640,28640,5809,"Invitrogen","Lucas Vitale",2008
"Symposium/Forum",6086,2,27517,383,5809,"","",2008
"Special Events",6087,1,9947,2319,5809,"Davidson College","John Kello",2008
"Special Events",6087,1,555,555,5809,"Univ of North Carolina at Chapel Hill","David Hofmann",2008
"Panel Discussion",6088,6,12172,2425,5809,"Amazon.com","John Golden",2008
"Panel Discussion",6088,6,4684,4684,5809,"Polaris Assessment Systems","Brad Chambers",2008
"Panel Discussion",6088,6,8350,4154,5809,"Microsoft","Greg Schmidt",2008
"Panel Discussion",6088,6,28649,28649,5809,"Perrigo","Larissa Linton",2008
"Panel Discussion",6088,6,28650,28650,5809,"Drug Enforcement Administration","Donna Rodriguez",2008
"Panel Discussion",6088,6,23367,23367,5809,"First Data Corporation","Stacia Familo-Hopek",2008
"Panel Discussion",6088,6,16747,97,5809,"Walmart","Kristopher Fritsche",2008
"Panel Discussion",6088,6,14303,14303,5809,"Washington University","Lee Konczak",2008
"Symposium/Forum",6089,2,28654,3419,5809,"University of Missouri-St. Louis","Michael Harris",2008
"Symposium/Forum",6089,2,1313,166,5809,"Colorado State University","Kevin Murphy",2008
"Symposium/Forum",6089,2,7767,7767,5809,"Retired","S. McPhail",2008
"Symposium/Forum",6089,2,3944,3944,5809,"Selection & Assessment Consulting","Jerard Kehoe",2008
"Symposium/Forum",6089,2,28658,28658,5809,"Peoplefluent","Lisa Harpe",2008
"Symposium/Forum",6089,2,21308,7767,5809,"Retired","P. Richard Jeanneret",2008
"Symposium/Forum",6089,2,1908,1905,5809,"Illinois State University","Dan Ispas",2008
"Roundtable Discussion/Conversation Hour",6090,7,5115,1236,5809,"Microsoft Corporation","Tobin Anselmi",2008
"Roundtable Discussion/Conversation Hour",6090,7,21968,21968,5809,"Oracle","Lisa Kobe Cross",2008
"Symposium/Forum",6091,2,25106,6794,5809,"Western Michigan University","Kyle Brink",2008
"Symposium/Forum",6091,2,5112,2416,5809,"SHL","Jolene Meyer",2008
"Symposium/Forum",6091,2,12635,12635,5809,"Target Corporation","Pamela Congemi",2008
"Symposium/Forum",6091,2,25107,25107,5809,"Personnel Board / Centrus Personnel Solutions","Jeffrey Crenshaw",2008
"Symposium/Forum",6091,2,24701,675,5809,"Air Force Research Laboratory","Mark Wolf",2008
"Symposium/Forum",6091,2,4910,562,5809,"CEB","Darrin Grelle",2008
"Symposium/Forum",6091,2,3031,2416,5809,"SHL","Tracy Kantrowitz",2008
"Symposium/Forum",6091,2,28672,4217,5809,"Personnel Board of Jefferson County","Martinique Alber",2008
"Symposium/Forum",6091,2,27517,383,5809,"","",2008
"Master Tutorial",6092,134,6801,541,5809,"University of Maastricht","Robert Roe",2008
"Panel Discussion",6093,6,169,21,5809,"University of Georgia","Kecia Thomas",2008
"Panel Discussion",6093,6,8124,4516,5809,"University of Hawaii at Manoa","Hannah-Hanh Nguyen",2008
"Panel Discussion",6093,6,1207,1,5809,"Michigan State University","Ann Marie Ryan",2008
"Panel Discussion",6093,6,8064,2282,5809,"University of South Florida Sarasota-Manatee","Jennifer Gillespie",2008
"Panel Discussion",6093,6,26877,5657,5809,"California State University, Long Beach","Annika Tzschatzsch",2008
"Panel Discussion",6093,6,27517,383,5809,"","",2008
"Symposium/Forum",6094,2,1177,297,5809,"Nanyang Technological University","Soon Ang",2008
"Symposium/Forum",6094,2,3350,1,5809,"Michigan State University","Linn Van Dyne",2008
"Symposium/Forum",6094,2,18937,3,5809,"University of Maryland","Ryan Fehr",2008
"Symposium/Forum",6094,2,16490,16490,5809,"Technion","Miriam Erez",2008
"Symposium/Forum",6094,2,28686,10618,5809,"Korea University Business School","Kwanghyun Kim",2008
"Symposium/Forum",6094,2,1257,3,5809,"University of Maryland","Gilad Chen",2008
"Symposium/Forum",6094,2,1176,297,5809,"Nanyang Technological University","K. Yee Ng",2008
"Symposium/Forum",6094,2,27517,383,5809,"","",2008
"Symposium/Forum",6095,2,3920,19,5809,"Illinois Institute of Technology","Kristina Bauer",2008
"Symposium/Forum",6095,2,151,151,5809,"University of Colorado Denver","Traci Sitzmann",2008
"Symposium/Forum",6095,2,485,473,5809,"Georgia Institute of Technology","Ruth Kanfer",2008
"Symposium/Forum",6095,2,16119,1256,5809,"Fors Marsh Group","Katherine Ely",2008
"Symposium/Forum",6095,2,2020,2020,5809,"Rider University","John Donovan",2008
"Symposium/Forum",6095,2,28700,28700,5809,"Rider Univ","Steven Lorenzet",2008
"Symposium/Forum",6095,2,2021,1505,5809,"Novo Nordisk","Stephen Dwight",2008
"Symposium/Forum",6095,2,5323,340,5809,"Saint Louis University","Dustin Jundt",2008
"Symposium/Forum",6095,2,1018,37,5809,"DePaul University","Goran Kuljanin",2008
"Symposium/Forum",6095,2,128,128,5809,"APTMetrics, Inc.","Paul Curran",2008
"Symposium/Forum",6095,2,1,1,5809,"Michigan State University","Steve Kozlowski",2008
"Symposium/Forum",6095,2,4492,9,5809,"University of Minnesota","Aaron Schmidt",2008
"Symposium/Forum",6095,2,27517,383,5809,"","",2008
"Symposium/Forum",6095,2,5548,5548,5809,"Univ of Michigan","Susan Ashford",2008
"Symposium/Forum",6095,2,672,353,5809,"Singapore Management University","Guihyun Park",2008
"Symposium/Forum",6095,2,394,235,5809,"Aon Hewitt","Anthony Boyce",2008
"Symposium/Forum",6095,2,2383,1,5809,"Michigan State University","Richard DeShon",2008
"Special Events",6096,1,7745,7745,5809,"Dunnette Group, Ltd. & HirePayoff","Leaetta Hough",2008
"Special Events",6096,1,27517,383,5809,"","",2008
"Symposium/Forum",6097,2,1058,10,5809,"Development Dimensions International (DDI)","Evan Sinar",2008
"Symposium/Forum",6097,2,137,137,5809,"JetBlue Airways","Andrew Biga",2008
"Symposium/Forum",6097,2,16657,465,5809,"Center for Creative Leadership","Jennifer Deal",2008
"Symposium/Forum",6097,2,4326,4326,5809,"The Kellogg Company","Angela Pratt",2008
"Symposium/Forum",6097,2,565,199,5809,"IBM","Robert Gibby",2008
"Symposium/Forum",6097,2,27749,27749,5809,"Procter & Gamble Company","Jennifer Irwin",2008
"Symposium/Forum",6097,2,13895,13895,5809,"Defense Language Office/ DEOMI","Patrice Reid",2008
"Symposium/Forum",6097,2,27517,383,5809,"","",2008
"Symposium/Forum",6097,2,1028,504,5809,"Select International","Laurie Wasko",2008
"Symposium/Forum",6097,2,24505,24505,5809,"AllianceBernstein","Vicki Walia",2008
"Symposium/Forum",6097,2,2843,562,5809,"CEB","Holly Payne",2008
"Symposium/Forum",6097,2,20583,10,5809,"Development Dimensions International (DDI)","Jeanne Makiney",2008
"Symposium/Forum",6098,2,12525,12525,5809,"US Government","David Mohr",2008
"Symposium/Forum",6098,2,4151,3378,5809,"University of Hartford","Olga Clark",2008
"Symposium/Forum",6098,2,1783,932,5809,"VHA National Center for Organization Development","Scott Moore",2008
"Symposium/Forum",6098,2,7130,7130,5809,"CHE-Trinity Health","Ashley Guidroz",2008
"Symposium/Forum",6098,2,5590,157,5809,"Bowling Green State University","Steve Jex",2008
"Symposium/Forum",6098,2,27517,383,5809,"","",2008
"Roundtable Discussion/Conversation Hour",6099,7,27517,383,5809,"","",2008
"Symposium/Forum",6100,2,6727,133,5809,"Denison Consulting","Lindsey Kotrba",2008
"Symposium/Forum",6100,2,7130,7130,5809,"CHE-Trinity Health","Ashley Guidroz",2008
"Symposium/Forum",6100,2,2281,2281,5809,"Univ of S. Florida Sarasota-Manatee","Michael Gillespie",2008
"Symposium/Forum",6100,2,968,968,5809,"Naval Center for Combat and Operational Stress Control","Gabriel De La Rosa",2008
"Symposium/Forum",6100,2,7394,562,5809,"CEB","Maya Garza",2008
"Symposium/Forum",6100,2,14602,14602,5809,"Kronos, Inc.","Patricia Barger",2008
"Symposium/Forum",6100,2,840,157,5809,"Bowling Green State University","Michael Zickar",2008
"Symposium/Forum",6100,2,184,21,5809,"University of Georgia","Nathan Carter",2008
"Symposium/Forum",6100,2,9491,933,5809,"Xavier University","Dalia Diab",2008
"Symposium/Forum",6100,2,14888,1391,5809,"Sirota","Shuang Yueh Pui",2008
"Symposium/Forum",6100,2,907,544,5809,"Portland State University","Bing Lin",2008
"Special Events",6101,1,350,350,5809,"The University of Minnesota","Paul Sackett",2008
"Special Events",6101,1,805,805,5809,"Carlsbad Research Group LLC","William Macey",2008
"Special Events",6101,1,2534,2534,5809,"CEB's Talent Management Labs","Benjamin Schneider",2008
"Special Events",6101,1,752,752,5809,"NUS Business School","Michael Frese",2008
"Special Events",6101,1,557,545,5809,"University of Western Australia","Mark Griffin",2008
"Special Events",6101,1,27517,383,5809,"","",2008
"Special Events",6101,1,1314,26,5809,"University of Illinois at Urbana-Champaign","Daniel Newman",2008
"Poster",6102,22,2386,2386,5809,"Bank of America","Lisa Littrell",2008
"Poster",6102,22,658,159,5809,"University of Central Florida","Kimberly Smith-Jentsch",2008
"Poster",6103,22,27517,383,5809,"","",2008
"Poster",6104,22,27517,383,5809,"","",2008
"Poster",6105,22,3578,91,5809,"Clemson University","Johanna Johnson",2008
"Poster",6105,22,2298,98,5809,"Pennsylvania State University","Rick Jacobs",2008
"Poster",6105,22,452,93,5809,"Northeastern University","Paula Caligiuri",2008
"Poster",6106,22,5551,5551,5809,"Univ of Sherbrooke","Francois Courcy",2008
"Poster",6106,22,27517,383,5809,"","",2008
"Poster",6107,22,16064,164,5809,"California State University, San Bernardino","Kenneth Shultz",2008
"Poster",6107,22,1706,1706,5809,"University of Florida","Mo Wang",2008
"Poster",6107,22,27517,383,5809,"","",2008
"Poster",6108,22,27517,383,5809,"","",2008
"Poster",6109,22,2741,2741,5809,"Healthways","Lindsay Sears",2008
"Poster",6109,22,2742,91,5809,"Clemson University","Robert Sinclair",2008
"Poster",6109,22,1706,1706,5809,"University of Florida","Mo Wang",2008
"Poster",6109,22,27517,383,5809,"","",2008
"Poster",6110,22,1938,572,5809,"Hofstra University","Cong Liu",2008
"Poster",6110,22,319,16,5809,"University of South Florida","Paul Spector",2008
"Poster",6110,22,27517,383,5809,"","",2008
"Poster",6111,22,608,608,5809,"University of Nebraska at Omaha","Joseph Allen",2008
"Poster",6111,22,453,453,5809,"Univ of North Carolina Charlotte","Steven Rogelberg",2008
"Poster",6111,22,18275,913,5809,"University of North Carolina Charlotte","Charlie Reeve",2008
"Poster",6111,22,184,21,5809,"University of Georgia","Nathan Carter",2008
"Poster",6111,22,4151,3378,5809,"University of Hartford","Olga Clark",2008
"Poster",6111,22,27517,383,5809,"","",2008
"Poster",6111,22,7297,39,5809,"Auburn University","Alan Walker",2008
"Poster",6112,22,7161,520,5809,"Purdue University","Matthew Lemming",2008
"Poster",6112,22,27517,383,5809,"","",2008
"Poster",6112,22,1075,1075,5809,"Hogan Assessment Systems","Jeff Foster",2008
"Poster",6113,22,27517,383,5809,"","",2008
"Poster",6113,22,28805,217,5809,"HEC Montreal","Estelle Morin",2008
"Poster",6113,22,14477,1935,5809,"University of Montreal","Jean-Sebastien Boudrias",2008
"Poster",6114,22,1549,544,5809,"Portland State University","Donald Truxillo",2008
"Poster",6114,22,2888,544,5809,"Portland State University","David Cadiz",2008
"Poster",6114,22,546,544,5809,"Portland State University","Talya Bauer",2008
"Poster",6114,22,27517,383,5809,"","",2008
"Poster",6115,22,10010,10010,5809,"Leadership Advantage","Jong Koo (Jake) Park",2008
"Poster",6115,22,19366,19366,5809,"PricewaterhouseCoopers","Annalyn Jacob",2008
"Poster",6115,22,9434,9434,5809,"University of San Francisco","Matthew Monnot",2008
"Poster",6115,22,2186,2186,5809,"Governors State University","Stephen Wagner",2008
"Poster",6116,22,2888,544,5809,"Portland State University","David Cadiz",2008
"Poster",6116,22,1549,544,5809,"Portland State University","Donald Truxillo",2008
"Poster",6116,22,546,544,5809,"Portland State University","Talya Bauer",2008
"Poster",6116,22,27517,383,5809,"","",2008
"Poster",6117,22,1116,1116,5809,"Marquette University","Jennica Webster",2008
"Poster",6117,22,219,219,5809,"Central Michigan Univ","Terry Beehr",2008
"Poster",6117,22,1157,218,5809,"Central Michigan University","Neil Christiansen",2008
"Poster",6118,22,27517,383,5809,"","",2008
"Poster",6119,22,8262,544,5809,"Portland State University","Liu-Qin Yang",2008
"Poster",6119,22,113,1,5809,"Michigan State University","Russell Johnson",2008
"Poster",6119,22,27517,383,5809,"","",2008
"Poster",6119,22,319,16,5809,"University of South Florida","Paul Spector",2008
"Poster",6120,22,5160,5160,5809,"The University of Manchester","Sharon Clarke",2008
"Poster",6120,22,28830,5160,5809,"The University of Manchester","Christine Flitcroft",2008
"Poster",6121,22,28831,7282,5809,"University of Northern Iowa","Robert Hitlan",2008
"Poster",6121,22,4147,4147,5809,"University of Illinois at Springfield","Benjamin Walsh",2008
"Poster",6122,22,465,465,5809,"Center for Creative Leadership","Kristin Cullen",2008
"Poster",6122,22,27517,383,5809,"","",2008
"Poster",6122,22,43,43,5809,"Oklahoma State University","Bryan Edwards",2008
"Poster",6122,22,8127,43,5809,"Oklahoma State University","J. Craig Wallace",2008
"Poster",6122,22,7895,7895,5809,"University of Wisconsin-River Falls","Travis Tubre",2008
"Poster",6123,22,28838,795,5809,"Queen's University","Manon LeBlanc",2008
"Poster",6123,22,3312,795,5809,"Queen's University","Julian Barling",2008
"Poster",6124,22,226,226,5809,"California State University, Northridge","Cristina Rubino",2008
"Poster",6124,22,27517,383,5809,"","",2008
"Poster",6125,22,28842,28842,5809,"ClarkDietrich Building Systems","David Finch",2008
"Poster",6125,22,8127,43,5809,"Oklahoma State University","J. Craig Wallace",2008
"Poster",6125,22,43,43,5809,"Oklahoma State University","Bryan Edwards",2008
"Poster",6125,22,27517,383,5809,"","",2008
"Poster",6125,22,27361,43,5809,"Oklahoma State University","Michael Frazier",2008
"Poster",6126,22,28847,891,5809,"University of Wisconsin Oshkosh","Sarah DeArmond",2008
"Poster",6126,22,2879,2879,5809,"Liberty Mutual Research Institute for Safety","Yueng-Hsiang Huang",2008
"Poster",6126,22,7756,531,5809,"University of South Australia","Peter Chen",2008
"Poster",6126,22,27517,383,5809,"","",2008
"Poster",6127,22,2194,2194,5809,"Shippensburg University","Virginia Pitts",2008
"Poster",6127,22,246,166,5809,"Colorado State University","Zinta Byrne",2008
"Poster",6128,22,14805,3043,5809,"Towers Watson","Charleen Maher",2008
"Poster",6128,22,8262,544,5809,"Portland State University","Liu-Qin Yang",2008
"Poster",6128,22,319,16,5809,"University of South Florida","Paul Spector",2008
"Poster",6128,22,27517,383,5809,"","",2008
"Poster",6129,22,7394,562,5809,"CEB","Maya Garza",2008
"Poster",6129,22,2052,2052,5809,"San Diego Gas & Electric","Alison Broadfoot",2008
"Poster",6129,22,8064,2282,5809,"University of South Florida Sarasota-Manatee","Jennifer Gillespie",2008
"Poster",6129,22,2281,2281,5809,"Univ of S. Florida Sarasota-Manatee","Michael Gillespie",2008
"Poster",6129,22,7130,7130,5809,"CHE-Trinity Health","Ashley Guidroz",2008
"Poster",6131,22,27517,383,5809,"","",2008
"Poster",6132,22,27517,383,5809,"","",2008
"Poster",6132,22,28875,367,5809,"PepsiCo","Hilary Brandman",2008
"Poster",6132,22,28876,28876,5809,"Bernard M. Baruch College","Allison Manipella",2008
"Poster",6132,22,28877,3647,5809,"Baruch College","Megan Ryan",2008
"Poster",6132,22,28878,28876,5809,"Bernard M. Baruch College","Jessica Youdim",2008
"Poster",6132,22,230,34,5809,"Baruch College & The Graduate Center, CUNY","Loren Naidoo",2008
"Poster",6133,22,27517,383,5809,"","",2008
"Poster",6133,22,81,81,5809,"Southern Illinois University-Edwardsville","Catherine Daus",2008
"Poster",6134,22,28882,1377,5809,"University of Oklahoma","Bret Bradley",2008
"Poster",6134,22,27571,1662,5809,"Univ of Iowa","Susan Dustin",2008
"Poster",6134,22,27517,383,5809,"","",2008
"Poster",6135,22,27517,383,5809,"","",2008
"Poster",6136,22,494,227,5809,"Baylor University","Emily Hunter",2008
"Poster",6136,22,227,227,5809,"Baylor University","Sara Perry",2008
"Poster",6136,22,138,138,5809,"University of Houston","L. Witt",2008
"Poster",6137,22,28889,8249,5809,"Kronos","Joy Kovacs",2008
"Poster",6137,22,1549,544,5809,"Portland State University","Donald Truxillo",2008
"Poster",6137,22,27517,383,5809,"","",2008
"Poster",6137,22,546,544,5809,"Portland State University","Talya Bauer",2008
"Poster",6138,22,27517,383,5809,"","",2008
"Poster",6138,22,28894,28894,5809,"Pepsi Beverages Company","Matthew Millard",2008
"Poster",6139,22,654,572,5809,"Hofstra University","Kevin Nolan",2008
"Poster",6139,22,1040,1040,5809,"Temple University, Fox School of Business","Crystal Harold",2008
"Poster",6140,22,4966,4966,5809,"SIM University","Klaus J. Templer",2008
"Poster",6141,22,1476,1476,5809,"Texas Christian Universtiy","William Becker",2008
"Poster",6141,22,27517,383,5809,"","",2008
"Poster",6141,22,1673,109,5809,"University of Arizona","Jerel Slaughter",2008
"Poster",6142,22,1654,465,5809,"Center for Creative Leadership","Phillip Braddy",2008
"Poster",6142,22,132,132,5809,"North Carolina State University","Adam Meade",2008
"Poster",6142,22,10654,132,5809,"North Carolina State University","Joan Michael",2008
"Poster",6142,22,9744,465,5809,"Center for Creative Leadership","John Fleenor",2008
"Poster",6143,22,26896,5478,5809,"University of Leuven","Bert Schreurs",2008
"Poster",6143,22,462,28906,5809,"European University College Brussels","Karin Proost",2008
"Poster",6143,22,866,865,5809,"Ghent University","Eva Derous",2008
"Poster",6143,22,28908,5478,5809,"University of Leuven","Karel De Witte",2008
"Poster",6144,22,3028,569,5809,"University of Missouri-St Louis","James Breaugh",2008
"Poster",6145,22,15822,15822,5809,"The Daily Dot","Tiffany Bennett",2008
"Poster",6146,22,28911,3423,5809,"Indiana Univ.-Purdue Univ. India","Katie Stoiber",2008
"Poster",6146,22,12467,8819,5809,"IUPUI","John Hazer",2008
"Poster",6147,22,8261,8261,5809,"Darden","Clayton Yonce",2008
"Poster",6147,22,121,121,5809,"Accenture","Deborah Ford",2008
"Poster",6147,22,27517,383,5809,"","",2008
"Poster",6148,22,26722,26722,5809,"Technical University Eindhoven","Sonja Schinkel",2008
"Poster",6148,22,26101,19579,5809,"Univ of Amsterdam","Annelies Van Vianen",2008
"Poster",6148,22,27517,383,5809,"","",2008
"Poster",6148,22,843,843,5809,"Brunel University","Neil Anderson",2008
"Poster",6149,22,16887,865,5809,"Ghent University","Greet Van Hoye",2008
"Poster",6149,22,1178,865,5809,"Ghent University","Filip Lievens",2008
"Poster",6150,22,120,120,5809,"SAP SuccessFactors","Steven Hunt",2008
"Poster",6151,22,1701,1701,5809,"St. Cloud State Univ","Lawrence Roth",2008
"Poster",6151,22,138,138,5809,"University of Houston","L. Witt",2008
"Poster",6152,22,578,578,5809,"The College of New Jersey","Jason Dahling",2008
"Poster",6152,22,3598,1233,5809,"Novo Nordisk Inc.","Samantha Chau",2008
"Poster",6153,22,23576,5610,5809,"Baruch College, CUNY","Brittany Boyd",2008
"Poster",6153,22,16400,16400,5809,"Chevron","Victoria Blanshteyn",2008
"Poster",6153,22,27517,383,5809,"","",2008
"Poster",6154,22,20892,4018,5809,"Saint Mary's University","James O'Brien",2008
"Poster",6154,22,222,64,5809,"Univ of Western Ontario","Mitchell Rothstein",2008
"Poster",6155,22,3762,1256,5809,"Fors Marsh Group","Bryan Wiggins",2008
"Poster",6155,22,1256,1256,5809,"Fors Marsh Group","Jennifer Gibson",2008
"Poster",6155,22,13485,1256,5809,"Fors Marsh Group","Brian Griepentrog",2008
"Poster",6155,22,10740,1256,5809,"Fors Marsh Group","Sean Marsh",2008
"Poster",6156,22,28936,28936,5809,"Charles Schwab & Co","Catherine Middendorf",2008
"Poster",6156,22,569,569,5809,"University of Missouri-St Louis","Therese Macan",2008
"Poster",6157,22,15594,4837,5809,"Brock University","Adam Kanar",2008
"Poster",6158,22,21642,21642,5809,"Professional Examination Service","Sarah Carroll",2008
"Poster",6158,22,13267,13267,5809,"NYS Office of Court Administration","Ourania Vasilatos",2008
"Poster",6158,22,28941,28941,5809,"CA, Inc.","Lisa Csencsits",2008
"Poster",6159,22,13,13,5809,"Macy's, Inc.","Megan Leasher",2008
"Poster",6159,22,14837,1096,5809,"Wright State Univ","Corey Miller",2008
"Poster",6160,22,9107,9107,5809,"University of Texas-El Paso","Richard Posthuma",2008
"Poster",6161,22,6473,6473,5809,"Michael E. DeBakey VA Medical Center","Sylvia Hysong",2008
"Poster",6161,22,17735,3059,5809,"Lockheed Martin","Richard Best",2008
"Poster",6161,22,27517,383,5809,"","",2008
"Poster",6161,22,28948,28948,5809,"University of Northern British Columbia","Steven Cronshaw",2008
"Poster",6162,22,121,121,5809,"Accenture","Deborah Ford",2008
"Poster",6162,22,1549,544,5809,"Portland State University","Donald Truxillo",2008
"Poster",6162,22,1706,1706,5809,"University of Florida","Mo Wang",2008
"Poster",6162,22,4050,2317,5809,"University of South Carolina","Robert Ployhart",2008
"Poster",6162,22,546,544,5809,"Portland State University","Talya Bauer",2008
"Poster",6163,22,28954,20631,5809,"self-employed","Gary Allen",2008
"Poster",6163,22,28955,28955,5809,"Leader Insights, LLC","Connie Freeman",2008
"Poster",6163,22,27517,383,5809,"","",2008
"Poster",6164,22,19930,19930,5809,"BB&T","Joseph James",2008
"Poster",6164,22,470,470,5809,"University of Nebraska-Omaha","Roni Reiter-Palmon",2008
"Poster",6164,22,25051,1595,5809,"Univ of Nebraska-Omaha","Justin Yurkovich",2008
"Poster",6164,22,27517,383,5809,"","",2008
"Poster",6164,22,21975,21975,5809,"Bellevue University","Greg Ashley",2008
"Poster",6164,22,28962,1381,5809,"Univ of Northern Iowa","Jason Hornberg",2008
"Poster",6165,22,27517,383,5809,"","",2008
"Poster",6166,22,6472,101,5809,"San Diego State University","Mark Ehrhart",2008
"Poster",6166,22,27517,383,5809,"","",2008
"Poster",6166,22,28966,101,5809,"San Diego State University","Corinne Boulanger",2008
"Poster",6166,22,28967,2052,5809,"San Diego Gas & Electric","Angelina Sawitzky",2008
"Poster",6167,22,28968,28968,5809,"Rodan and Fields","Theresa LoPiccolo",2008
"Poster",6167,22,1938,572,5809,"Hofstra University","Cong Liu",2008
"Special Events",6168,1,24477,5135,5809,"PeopleAnswers","Joel Philo",2008
"Special Events",6168,1,454,10,5809,"Development Dimensions International (DDI)","Douglas Reynolds",2008
"Special Events",6168,1,18486,18486,5809,"JCPenney Co.","Becca Baker",2008
"Symposium/Forum",6169,2,1958,1958,5809,"Univ of Tulsa","Robert Tett",2008
"Symposium/Forum",6169,2,327,324,5809,"University of Waterloo","Douglas Brown",2008
"Symposium/Forum",6169,2,5798,1706,5809,"University of Florida","Joyce Bono",2008
"Symposium/Forum",6169,2,518,518,5809,"Principal Financial Group","Michael Anderson",2008
"Symposium/Forum",6169,2,22974,383,5809,"","Kevin Fox",2008
"Symposium/Forum",6169,2,18303,340,5809,"Saint Louis University","Patrick Maloney",2008
"Symposium/Forum",6169,2,4371,142,5809,"Google","Anuradha Ramesh",2008
"Symposium/Forum",6169,2,1157,218,5809,"Central Michigan University","Neil Christiansen",2008
"Symposium/Forum",6169,2,27517,383,5809,"","",2008
"Symposium/Forum",6169,2,4269,218,5809,"Central Michigan University","Misty Bennett",2008
